q1,q2,q3,q4,q5,q6,q7,q41,q66,q77,q85,q86
5,1,3,2,E,1.68,90.72,1,,8,,2
6,1,4,2,E,1.57,45.36,2,,6,,4
5,1,3,2,A,,,1,,8,,3
4,1,1,2,B,,,1,,2,,5
4,1,1,2,E,,,1,,4,,4
3,2,1,2,E,1.75,60.78,1,,1,,1
3,2,1,2,E,1.63,54.43,1,,8,,4
5,2,3,2,E,1.83,92.99,1,,5,,2
3,2,1,2,E,1.68,81.65,,,3,,4
6,2,4,2,B,1.8,83.92,1,,5,,3
3,2,1,2,E,1.88,56.7,1,,7,,4
5,2,2,2,E,1.73,54.89,1,,2,,2
3,,1,2,,,,1,,1,,4
5,2,3,2,C,1.73,108.86,1,,8,,3
5,2,3,2,E,1.78,68.04,1,,6,,4
4,1,2,2,E,1.73,81.65,1,,1,,4
3,,1,2,A   E,,,1,,3,,2
4,2,2,2,E,,,1,,8,,7
3,1,1,2,E,1.57,41.28,1,,1,,2
3,2,1,2,E,1.65,61.24,1,,3,,5
4,1,2,2,E,1.6,53.98,1,,8,,5
4,,2,2,E,,,1,,5,,3
3,1,1,2,C E,1.7,72.58,1,,4,,4
5,1,3,2,E,1.68,52.62,1,,3,,3
5,2,2,2,E,1.75,100.25,,,8,,5
6,1,4,2,E,1.73,63.5,1,,6,,4
3,1,1,1,A,,,1,,6,,5
3,1,1,2,C,,,1,,6,,2
4,1,2,2,E,1.75,66.68,1,,7,,4
6,2,3,2,E,1.63,50.8,1,,1,,4
3,2,1,2,E,1.47,43.09,1,,8,,5
4,1,2,2,E,1.7,67.13,1,,8,,4
6,1,3,2,C E,1.6,98.43,4,,5,,4
5,2,2,2,B,1.65,95.26,1,,1,,4
6,1,4,2,E,1.57,49.9,1,,7,,4
5,1,3,2,E,1.55,72.58,1,,6,,1
4,1,2,2,B,1.5,40.82,2,,4,,3
3,1,1,2,E,1.63,63.5,1,,5,,2
3,2,1,2,E,1.8,82.1,1,,8,,4
3,1,1,2,B,,,1,,5,,4
3,2,1,2,E,1.65,45.81,,,4,,5
6,1,4,2,E,1.65,52.16,2,,3,,5
6,2,3,2,E,1.75,63.5,1,,8,,6
5,2,3,2,E,1.85,89.81,1,,5,,3
3,2,1,2,,1.7,79.38,1,,1,,1
4,1,2,2,E,1.68,65.77,1,,8,,2
3,1,1,2,C E,1.6,54.43,1,,3,,1
5,1,3,2,E,1.52,56.25,1,,6,,4
4,2,2,2,B,1.68,68.04,1,,7,,4
3,2,1,2,E,1.75,74.84,1,,6,,4
6,2,3,2,,1.8,136.08,1,,1,,1
6,2,4,2,B,1.68,81.65,1,,6,,3
6,2,4,2,C,1.9,83.92,1,,5,,1
3,1,1,2,B,,,1,,4,,3
4,1,2,2,B,1.57,48.99,1,,8,,4
6,2,4,2,E,1.83,127.01,1,,3,,3
3,2,1,2,E,,,1,,8,,4
7,2,4,2,E,1.85,63.5,4,,8,,3
4,,2,2,B,,,1,,5,,4
5,2,3,2,E,1.88,79.38,1,,8,,5
3,2,1,2,E,1.7,54.43,1,,6,,2
6,2,4,2,E,1.73,68.95,1,,6,,3
5,2,3,2,E,1.65,60.33,1,,4,,3
6,2,4,1,,1.98,63.5,1,,7,,6
4,1,2,1,E,,,1,,1,,1
4,2,2,2,E,1.8,65.77,1,,8,,5
3,2,1,2,B,1.7,77.11,1,,2,,5
4,2,2,2,C,1.78,86.18,1,,8,,1
3,1,1,2,E,1.6,63.5,2,,6,,4
3,,1,2,E,,,1,,5,,4
3,1,1,2,E,1.65,72.58,1,,5,,4
3,1,1,2,B,1.5,65.77,1,,1,,4
5,2,3,2,E,,,1,,5,,4
3,1,1,2,E,,,1,,8,,4
7,1,4,2,B,1.47,47.63,1,,2,,5
3,1,1,2,E,1.63,61.69,1,,3,,4
3,2,1,2,C,1.7,52.16,1,,8,,5
3,2,1,2,E,1.63,51.26,1,,8,,5
3,2,1,2,E,1.8,61.24,2,,6,,4
4,2,1,2,E,,,1,,8,,7
3,1,1,2,E,1.57,63.5,1,,7,,4
4,2,2,2,E,,,1,,1,,3
3,1,1,2,E,1.6,53.52,1,,5,,3
4,2,1,2,C,,,1,,8,,3
6,2,4,2,E,1.96,83.92,1,,8,,5
4,2,2,2,E,1.8,56.7,1,,8,,4
6,2,4,2,B,,,1,,1,,5
4,1,1,2,E,1.75,43.09,1,,5,,3
3,1,1,2,E,,,1,,5,,3
3,1,1,2,E,1.65,44.45,1,,8,,5
3,2,1,2,E,1.78,99.79,1,,4,,5
5,2,3,2,E,1.7,68.04,1,,8,,4
4,1,2,2,A C E,1.78,77.11,1,,2,,4
3,2,1,2,E,1.75,79.38,1,,8,,3
3,1,1,2,E,1.6,53.52,1,,8,,4
3,1,1,2,B,1.6,77.11,1,,7,,4
3,2,1,2,C E,1.63,44.45,1,,8,,4
3,1,1,2,E,1.63,72.58,1,,5,,3
3,1,1,1,,,,1,,2,,7
3,2,1,2,E,,,1,,4,,4
3,1,1,2,E,1.63,52.62,1,,5,,4
6,1,4,2,E,,,1,,5,,4
5,2,3,2,E,1.78,68.04,1,,1,,2
7,2,4,2,E,1.83,63.5,1,,7,,7
4,1,2,2,B,,,1,,1,,4
6,2,2,2,C,1.68,79.38,1,,1,,7
3,2,1,2,E,1.4,37.65,,,8,,4
4,2,1,2,E,1.73,70.31,1,,8,,6
4,1,1,1,E,1.42,45.36,1,,1,,7
6,1,4,2,E,1.57,68.04,2,,6,,3
1,2,3,1,,1.78,92.99,,,8,,2
6,2,3,2,E,1.85,65.77,1,,8,,5
5,2,3,2,E,1.7,99.79,3,,6,,4
6,1,4,2,E,1.75,74.84,1,,7,,4
4,1,1,2,A   E,1.73,59.42,4,,4,,1
6,2,4,2,B,1.65,74.84,1,,4,,4
3,1,1,2,B,1.55,54.43,1,,6,,3
3,2,1,2,,1.57,61.24,1,,8,,1
3,,1,2,E,,,1,,4,,4
5,1,3,2,E,1.68,53.07,1,,5,,5
6,2,4,2,C,1.9,83.92,1,,1,,2
7,2,4,2,E,1.8,81.65,1,,5,,3
5,,3,2,A   E,,,1,,1,,1
5,2,3,2,,1.8,70.31,3,,5,,1
5,2,3,2,E,1.78,72.58,1,,7,,3
5,2,3,2,B,1.63,54.43,1,,,,
4,2,2,2,E,1.88,79.83,1,,6,,4
3,1,1,2,C,1.78,67.59,1,,8,,3
5,1,3,2,B,1.47,68.49,1,,3,,4
5,1,3,2,E,1.65,47.63,1,,4,,2
3,1,1,2,E,1.57,48.99,1,,8,,6
5,2,3,2,E,1.68,67.59,1,,4,,
4,1,2,2,E,,,1,,,,
4,2,1,2,E,1.57,58.97,1,,1,,6
5,1,3,2,C E,1.57,61.24,1,,3,,3
7,1,4,2,E,,,1,,,,
6,2,3,2,E,1.85,45.36,1,,,,
5,2,3,2,E,1.7,63.5,1,,6,,3
4,,2,2,E,,,1,,8,,
4,2,2,2,E,1.55,43.09,1,,8,,
3,2,1,2,A   E,,,1,,6,,4
5,1,2,2,C,1.6,121.56,1,,5,,5
6,1,4,2,E,1.7,54.43,1,,,,
5,1,3,2,B,1.55,50.35,1,,,,
4,2,2,2,C E,1.85,65.77,1,,8,,
4,2,2,2,E,1.75,74.84,1,,8,,
4,1,2,1,,,,1,,4,,1
5,,3,2,E,,,1,,3,,5
4,2,2,2,E,1.68,49.9,1,,2,,
3,2,1,2,A,,,1,,1,,1
4,1,2,2,B,1.47,49.9,1,,8,,3
4,1,2,2,E,1.68,58.97,1,,1,,3
4,1,2,2,E,1.65,61.24,1,,,,
6,1,4,1,,,,4,,3,,
3,2,1,2,C,1.73,111.13,1,,6,,
6,1,4,2,B,1.65,90.72,1,,2,,4
3,2,1,2,C,1.75,52.62,1,,,,
3,2,1,2,E,1.65,68.04,1,,8,,5
7,2,4,2,E,1.8,99.79,1,,,,
5,1,3,2,E,1.63,61.24,1,,1,,2
3,1,1,2,E,1.75,56.7,1,,8,,
3,1,1,2,E,1.65,56.7,1,,,,
3,1,1,2,E,1.68,54.43,1,,8,,4
5,1,3,2,B,,,1,,6,,
5,1,3,2,E,1.6,49.44,1,,5,,5
5,2,2,2,E,1.75,68.04,1,,2,,2
7,1,4,2,E,1.75,90.72,1,,6,,4
5,1,3,2,,,,1,,,,
3,2,1,2,E,1.7,60.78,1,,5,,
5,2,3,2,B,1.65,63.5,1,,5,,3
4,1,1,2,E,1.63,58.97,,,2,,2
6,1,4,2,E,1.75,90.27,1,,,,
4,2,1,2,E,1.75,65.77,1,,8,,3
5,2,3,2,E,1.88,68.04,1,,8,,6
5,2,3,2,E,1.73,81.65,1,,1,,5
4,1,2,2,E,,,2,,2,,3
5,1,3,2,C E,1.63,57.61,4,,1,,1
5,2,3,2,E,1.85,117.94,1,,,,
4,1,2,1,E,1.6,47.17,2,,3,,3
4,1,2,2,E,1.55,56.7,,,8,,4
5,2,2,2,E,1.8,51.26,2,,8,,2
4,1,2,2,B,1.42,38.1,1,,1,,2
6,1,4,1,,1.6,55.34,,,8,,5
3,,1,2,E,,,1,,5,,3
4,1,2,2,E,1.6,68.04,1,,2,,2
5,2,3,2,E,1.85,151.96,,,6,,6
7,2,4,2,,1.85,57.15,3,,8,,3
6,1,3,2,E,1.65,57.15,1,,4,,2
1,1,5,2,,,,2,,,,
6,,4,2,E,,,1,,4,,3
5,2,3,2,E,,,1,,,,
5,,3,2,E,,,1,,4,,6
5,2,3,2,E,1.55,105.24,1,,1,,1
6,2,2,2,E,1.7,72.58,1,,1,,3
3,2,1,2,C,1.78,75.75,1,,7,,4
5,1,3,2,E,1.63,61.24,2,,8,,5
5,1,2,1,A C,1.68,68.04,1,,8,,1
5,1,3,2,A   E,1.73,54.43,2,,1,,1
6,2,4,2,E,1.78,99.34,1,,8,,5
6,2,4,2,E,1.83,89.36,1,,8,,4
6,2,4,2,E,1.7,61.24,1,,8,,5
6,2,4,2,E,1.83,74.84,1,,6,,2
6,2,4,2,E,1.83,108.86,1,,6,,4
6,2,4,2,E,1.78,76.2,7,,8,,2
7,2,4,2,E,1.78,68.95,1,,7,,5
6,2,4,2,E,1.78,79.38,1,,8,,2
6,2,4,2,E,1.88,113.4,1,,8,,1
6,1,4,2,E,1.57,49.9,1,,5,,3
7,2,4,2,E,1.83,72.58,1,,7,,4
3,1,1,2,E,1.75,58.97,1,,8,,4
5,2,2,2,E,1.83,134.72,1,,1,,3
4,2,1,2,E,1.78,70.31,1,,8,,5
3,1,1,2,B  E,,,1,,7,,4
3,2,1,2,E,,,1,,8,,3
3,2,1,2,E,1.68,52.16,1,,8,,4
3,1,1,2,E,1.6,65.77,1,,8,,3
6,1,4,2,E,1.6,51.26,1,,6,,5
3,2,1,2,E,1.78,86.18,7,,8,,5
5,1,3,2,E,1.57,72.58,3,,8,,4
6,1,4,2,E,1.6,74.84,2,,8,,3
6,1,4,2,E,1.65,50.35,1,,3,,4
6,2,3,2,E,1.85,123.83,1,,8,,5
3,1,1,2,E,1.55,48.99,2,,4,,2
4,2,2,2,E,1.96,136.08,1,,8,,3
6,1,3,2,E,1.75,63.5,1,,8,,4
3,2,1,2,E,1.8,97.52,1,,7,,4
4,1,1,2,E,1.55,55.79,1,,3,,2
5,2,1,2,E,1.65,45.36,3,,2,,2
5,1,3,2,E,1.6,61.24,1,,7,,3
6,2,4,2,E,1.85,64.41,1,,4,,5
6,2,4,2,E,1.63,81.65,1,,8,,5
6,2,4,2,E,1.93,111.13,1,,6,,5
3,1,1,2,E,1.57,47.63,1,,8,,4
6,2,4,2,E,1.88,142.88,1,,1,,4
5,1,3,2,E,1.65,52.16,1,,8,,1
4,2,2,2,E,1.75,77.11,,,8,,5
6,1,3,2,E,1.6,70.31,1,,8,,5
5,1,3,2,E,1.6,54.43,1,,8,,3
7,1,1,1,ABC,,,,,1,,1
3,2,1,1,E,1.78,86.18,,,8,,5
4,1,2,2,E,1.6,52.16,1,,8,,4
5,2,3,2,E,1.85,84.82,1,,8,,5
5,1,3,2,E,1.7,61.24,1,,6,,3
4,2,1,2,E,1.8,70.76,,,1,,1
3,2,1,2,E,1.75,65.77,3,,8,,5
4,2,1,2,E,1.83,83.92,3,,7,,6
5,2,3,1,A,,,1,,8,,4
5,2,2,2,E,1.73,57.15,1,,8,,5
4,1,2,2,E,,,3,,5,,1
6,1,4,2,E,1.6,52.62,2,,8,,3
4,1,2,2,E,1.68,50.8,1,,8,,2
4,2,2,2,E,1.78,49.9,2,,7,,3
3,1,1,2,E,1.75,58.06,2,,8,,5
6,2,4,2,E,1.83,79.38,,,6,,2
5,2,3,2,E,1.88,72.58,1,,6,,3
7,1,4,2,E,,,1,,7,,2
5,2,3,2,E,1.85,92.08,1,,8,,4
5,2,3,2,E,1.96,92.99,4,,3,,4
3,2,1,2,E,1.83,73.03,1,,8,,4
6,1,4,2,E,1.63,49.9,3,,3,,4
6,1,4,2,E,1.68,65.77,4,,7,,2
7,2,4,2,E,1.7,70.31,1,,8,,4
6,2,4,2,E,1.78,48.54,1,,8,,1
5,2,3,2,E,1.85,74.84,1,,4,,3
4,1,2,2,E,,,1,,8,,4
5,2,3,2,E,1.78,56.7,1,,6,,5
3,1,1,2,E,1.63,54.43,1,,6,,3
5,2,3,2,E,1.88,70.31,4,,8,,5
4,1,2,2,E,1.68,56.25,1,,7,,3
5,2,2,,E,1.68,91.17,1,,5,,6
6,1,4,2,E,1.65,77.11,1,,6,,5
6,2,4,2,B  E,1.78,102.06,1,,6,,5
4,2,2,2,E,1.73,68.04,2,,8,,5
6,2,4,2,E,1.88,97.52,1,,7,,3
5,2,3,2,E,1.75,81.65,1,,5,,5
4,2,1,2,E,1.68,65.77,1,,8,,1
6,2,4,2,E,1.8,70.31,1,,6,,6
6,1,4,2,E,1.65,52.16,1,,1,,4
6,2,4,2,E,1.83,72.58,1,,8,,4
4,2,2,2,E,1.78,81.19,1,,8,,2
4,2,2,2,E,1.68,68.04,1,,7,,5
5,1,2,2,A   E,1.57,61.24,1,,8,,4
5,1,3,2,E,1.68,59.88,1,,2,,4
4,2,2,2,E,1.85,74.84,1,,8,,2
5,1,3,2,E,1.65,79.38,1,,6,,3
4,2,2,2,E,1.83,95.26,1,,8,,2
6,2,4,2,E,1.78,65.77,1,,2,,4
4,1,2,1,E,,,3,,1,,1
5,1,3,2,E,1.75,98.43,1,,6,,1
4,1,2,2,E,1.57,56.7,1,,7,,4
5,1,3,1,A   E,1.73,79.38,4,,1,,4
5,1,3,2,E,1.5,54.43,1,,4,,5
4,1,2,2,E,1.6,52.16,1,,6,,3
4,2,2,2,E,1.8,72.58,1,,4,,3
4,1,2,1,C,,,1,,1,,4
7,2,4,2,C,1.96,112.04,1,,4,,2
3,2,1,2,E,1.75,73.03,1,,,,
7,1,5,1,E,,,,,8,,7
3,1,1,2,E,1.63,62.14,,,8,,2
3,1,1,2,E,1.63,43.09,1,,7,,2
3,1,1,2,E,1.7,70.31,1,,8,,5
5,2,2,2,E,1.57,48.99,1,,1,,
4,2,2,2,E,1.78,86.18,1,,8,,7
3,1,1,2,E,1.7,70.31,1,,8,,5
5,1,3,2,E,1.78,77.11,1,,8,,2
5,2,3,2,E,1.75,70.31,1,,4,,5
5,1,3,1,E,1.52,40.82,1,,3,,2
6,2,4,1,,1.73,68.04,1,,8,,3
5,1,3,2,E,1.7,45.81,1,,8,,5
6,2,4,1,,1.68,77.57,1,,8,,4
6,2,4,2,E,1.8,68.04,1,,8,,5
7,2,4,2,E,1.78,69.4,2,,8,,3
4,2,2,2,E,1.68,72.58,1,,8,,5
6,2,4,2,E,1.75,56.7,1,,7,,4
5,1,2,2,E,1.73,52.62,1,,8,,3
6,2,4,2,E,1.8,100.25,1,,7,,5
6,1,4,2,E,1.63,53.52,1,,6,,4
4,2,1,2,,1.68,79.38,1,,7,,4
4,1,2,2,E,1.63,56.7,1,,8,,4
7,1,4,2,E,1.7,56.7,1,,6,,4
5,1,2,1,,1.65,65.77,1,,3,,2
6,1,3,2,E,1.73,79.38,1,,6,,4
6,1,4,2,E,1.68,68.04,3,,6,,4
5,2,2,2,B  E,1.8,54.43,1,,8,,5
5,1,3,1,,1.75,89.81,1,,4,,2
3,2,1,2,E,1.78,63.5,1,,8,,4
5,2,3,2,E,1.6,90.72,1,,2,,6
6,2,4,2,E,1.75,63.5,1,,8,,4
4,1,2,2,E,1.63,65.77,1,,8,,4
5,2,3,2,E,1.78,111.13,1,,7,,4
5,1,3,2,E,1.68,58.97,1,,8,,4
6,1,3,1,,1.55,63.5,1,,1,,3
5,2,2,2,E,1.88,66.68,1,,8,,3
7,2,4,2,E,1.83,61.24,1,,8,,6
5,1,3,2,B  E,1.63,55.79,1,,4,,3
7,2,4,1,E,1.78,102.06,1,,6,,3
4,1,2,2,E,1.7,53.07,1,,8,,4
7,2,4,2,BC E,1.73,83.01,1,,3,,2
4,1,2,2,E,1.65,68.04,1,,5,,3
6,2,4,2,E,1.83,83.92,1,,8,,2
7,1,4,2,E,1.6,97.52,1,,8,,3
5,2,3,2,E,1.85,102.06,1,,6,,5
5,2,3,2,E,1.83,77.11,1,,2,,4
3,1,1,2,E,1.63,54.43,1,,7,,5
4,2,1,2,E,1.75,84.37,1,,8,,4
7,2,4,2,E,1.8,77.11,1,,8,,4
7,1,4,2,E,1.6,63.5,1,,8,,3
5,2,3,2,E,1.73,57.61,1,,8,,6
4,2,1,2,E,,,1,,5,,4
5,2,3,2,B,1.8,72.58,1,,6,,5
5,2,2,2,E,1.8,68.04,1,,6,,5
6,1,4,2,E,1.63,61.24,1,,2,,4
5,1,2,2,E,1.6,70.31,1,,6,,4
6,2,4,2,E,1.83,104.33,1,,4,,2
5,2,2,2,E,1.68,74.84,1,,7,,3
4,2,2,2,E,1.7,65.77,1,,8,,4
6,1,3,2,E,1.73,53.07,1,,8,,5
3,2,1,2,E,1.63,58.97,1,,8,,5
6,1,3,2,E,1.83,95.26,1,,8,,4
3,1,1,1,,1.63,72.58,1,,1,,2
3,,1,2,E,,,1,,4,,4
7,2,4,2,E,1.8,64.86,1,,8,,4
6,2,3,2,E,1.85,120.2,1,,8,,5
5,2,3,2,E,1.68,61.24,1,,5,,3
3,2,1,1,,1.6,41.73,1,,1,,4
6,1,4,2,E,1.6,52.62,1,,8,,4
5,2,3,2,E,1.68,65.77,1,,1,,4
4,1,2,2,E,1.65,52.16,1,,8,,6
5,1,2,2,E,1.68,61.24,1,,8,,5
3,2,1,2,E,1.7,54.43,1,,8,,4
3,1,1,2,E,1.68,54.43,1,,5,,4
7,1,4,2,E,1.75,65.77,1,,8,,4
5,2,3,2,E,1.75,63.5,1,,7,,5
3,1,1,1,,1.63,72.58,1,,6,,3
4,1,2,2,E,1.73,68.04,1,,8,,2
5,1,3,2,E,1.7,56.7,1,,8,,4
6,1,4,2,E,1.7,104.33,1,,3,,4
3,2,1,2,E,1.75,63.5,1,,7,,5
5,2,3,2,E,1.73,77.11,1,,7,,3
3,2,1,2,E,1.85,83.92,1,,6,,5
7,2,4,2,E,1.9,79.38,1,,8,,5
5,2,3,1,,1.78,95.26,1,,6,,3
6,1,4,2,C,1.73,82.56,1,,8,,1
5,2,3,2,E,1.83,70.31,1,,4,,4
6,2,4,1,,1.7,68.04,1,,4,,5
4,1,2,2,E,1.63,74.84,1,,8,,4
3,2,1,2,E,,,1,,7,,5
4,1,2,2,E,1.65,61.24,1,,8,,3
5,2,3,1,E,1.8,112.04,1,,8,,4
5,2,3,2,E,1.73,72.58,1,,2,,3
7,1,4,2,B  E,1.73,120.2,1,,4,,2
5,2,3,2,E,1.78,65.77,1,,8,,3
6,2,3,2,E,1.8,68.04,1,,2,,1
4,2,1,2,E,1.68,61.24,1,,8,,3
3,2,1,2,E,1.68,52.16,1,,7,,5
7,1,4,2,E,1.68,70.76,1,,2,,2
6,2,3,2,E,1.88,139.71,1,,3,,5
7,2,4,2,E,1.9,101.15,1,,8,,5
6,1,3,2,E,1.6,48.99,1,,3,,5
4,1,2,2,E,1.75,54.43,1,,5,,3
3,2,1,2,E,1.8,104.33,1,,2,,4
4,2,1,2,E,1.8,65.77,1,,8,,4
7,1,4,2,E,1.6,113.85,1,,8,,3
3,2,1,2,E,1.6,49.9,1,,5,,4
5,2,3,2,E,1.88,86.18,1,,7,,4
4,1,2,2,E,1.63,72.58,1,,4,,3
5,2,3,2,E,1.8,68.04,1,,8,,3
3,1,1,2,E,1.63,58.97,1,,6,,5
6,2,4,2,E,1.9,86.64,1,,8,,4
5,1,3,2,E,1.68,58.97,1,,8,,4
3,2,1,2,E,1.68,72.58,1,,7,,3
5,1,3,2,E,1.7,72.58,1,,6,,4
4,2,2,2,E,1.78,61.24,1,,8,,4
4,1,2,2,E,1.73,53.07,1,,3,,1
3,1,1,2,E,1.7,58.97,1,,8,,6
5,1,3,1,,,,1,,1,,3
3,1,1,2,E,1.73,68.95,1,,5,,5
6,,3,1,A,,,1,,6,,3
4,2,2,1,,1.78,106.6,1,,8,,2
6,2,3,1,A,,,1,,1,,5
5,2,3,2,E,1.88,104.33,1,,8,,4
5,2,3,2,E,1.7,65.77,1,,8,,4
4,2,2,2,E,1.8,74.84,1,,8,,4
5,2,2,2,E,1.68,51.26,1,,8,,5
4,2,2,2,E,1.8,79.38,1,,8,,4
4,2,2,2,E,1.7,72.58,1,,7,,4
3,1,1,1,A   E,1.6,74.84,1,,2,,5
5,1,2,2,E,1.57,50.8,1,,8,,4
4,1,2,2,E,,,1,,5,,4
4,,2,2,E,,,1,,8,,4
6,2,4,2,E,1.73,97.52,1,,7,,3
5,1,3,2,E,1.6,74.84,2,,5,,3
6,1,4,2,E,,,1,,5,,5
6,2,4,2,E,1.78,65.77,2,,4,,5
5,2,3,2,E,1.9,108.86,1,,8,,4
4,1,2,2,E,1.73,57.15,1,,5,,3
5,1,3,2,E,1.7,58.97,1,,7,,4
4,2,2,2,E,1.7,53.52,1,,4,,3
6,1,4,2,E,1.55,45.81,1,,4,,1
4,1,2,2,E,1.75,93.44,1,,6,,5
5,1,3,2,E,1.6,53.98,1,,2,,2
4,2,2,2,E,1.83,81.65,1,,5,,5
5,2,3,2,E,1.78,56.7,3,,4,,1
4,1,1,2,E,1.57,52.16,2,,8,,3
3,2,1,2,E,1.7,90.72,1,,6,,6
5,2,3,2,E,1.85,113.4,1,,8,,5
4,1,1,1,,,,1,,5,,5
4,2,1,2,E,1.7,49.9,1,,8,,5
6,1,4,2,E,1.68,59.88,1,,5,,4
5,1,3,2,E,1.7,63.5,1,,8,,5
5,1,3,2,E,1.83,79.38,1,,6,,4
5,2,2,2,E,1.7,82.1,1,,2,,3
4,2,1,2,A   E,1.83,87.09,1,,1,,4
6,1,3,1,A   E,1.68,108.86,3,,4,,1
6,1,4,2,E,1.6,62.6,1,,4,,4
5,2,3,2,E,1.78,56.7,1,,6,,4
6,1,4,2,E,1.7,88.45,1,,3,,5
5,1,2,2,E,1.73,65.77,1,,8,,4
6,2,3,2,E,1.83,81.65,1,,8,,4
5,1,3,2,E,1.57,50.8,2,,1,,4
6,1,4,2,E,1.6,53.07,2,,8,,2
3,2,1,2,E,1.73,65.77,1,,7,,5
3,1,1,2,E,1.65,49.9,1,,8,,5
4,1,2,2,E,1.75,72.58,1,,7,,5
4,2,2,2,E,1.83,68.04,1,,6,,5
4,2,1,1,,1.85,90.72,1,,6,,3
6,1,3,2,E,1.68,88.45,1,,4,,3
5,2,2,2,E,1.96,87.09,1,,8,,3
4,1,1,2,E,1.57,51.26,,,3,,4
5,1,3,2,E,1.52,50.8,1,,7,,4
4,2,2,2,E,1.83,97.07,1,,8,,6
5,1,3,2,E,1.6,78.47,2,,4,,6
6,1,4,2,E,1.7,68.04,5,,4,,1
3,2,1,2,E,1.75,75.3,1,,1,,5
6,1,4,2,E,1.7,101.61,1,,6,,3
6,1,4,2,E,1.68,53.98,1,,8,,4
4,2,2,2,E,1.65,68.95,1,,8,,4
4,2,2,1,,1.75,91.17,,,1,,1
5,1,3,2,BC E,1.55,156.95,1,,6,,5
5,2,2,2,E,1.63,57.61,1,,7,,4
4,1,2,2,E,1.78,62.6,1,,8,,1
3,2,1,2,E,1.8,72.58,1,,8,,4
3,1,1,2,E,1.78,67.59,1,,8,,4
6,2,3,2,E,1.6,52.16,1,,8,,4
4,2,2,2,E,1.83,72.58,1,,6,,3
6,2,3,2,E,1.88,83.92,1,,8,,2
3,2,1,2,E,1.52,54.43,1,,5,,5
5,2,2,2,E,1.7,62.14,1,,8,,4
4,1,2,2,E,1.63,56.7,1,,8,,4
3,2,1,2,E,1.73,53.07,1,,8,,6
6,2,4,2,E,1.8,79.38,1,,8,,4
3,1,1,1,E,1.55,74.39,1,,4,,2
4,2,1,1,,1.52,40.82,1,,1,,5
5,2,3,2,E,,,1,,8,,4
5,2,2,2,E,1.78,74.84,1,,8,,3
4,2,1,1,A,1.75,104.33,1,,8,,1
5,2,3,2,E,1.93,88.45,1,,8,,3
6,2,4,2,E,1.68,60.33,1,,8,,1
3,2,1,2,E,1.6,44.91,1,,5,,4
3,2,1,2,E,1.88,127.01,1,,1,,4
4,2,2,2,C,1.73,95.26,1,,1,,1
4,2,1,2,E,1.6,53.52,1,,5,,4
5,1,2,2,E,1.7,47.17,1,,1,,1
4,2,1,2,E,1.85,85.73,1,,,,
5,2,2,2,E,1.75,58.97,1,,,,
3,1,1,2,E,1.78,68.04,1,,8,,5
6,2,3,2,E,1.83,113.4,3,,8,,2
6,1,4,1,,,,1,,2,,5
5,2,2,2,E,1.88,81.65,1,,8,,3
4,1,2,2,E,1.68,78.02,1,,6,,
4,1,2,2,E,1.83,81.65,1,,,,
5,1,3,2,E,1.6,57.15,1,,7,,4
3,,1,2,E,,,1,,4,,2
7,2,4,2,E,1.85,79.38,1,,8,,4
4,2,1,1,,,,1,,,,
6,1,4,2,E,1.65,97.98,1,,6,,4
4,1,2,2,E,1.68,77.11,1,,5,,5
6,1,4,1,E,1.6,72.58,2,,6,,3
4,1,2,1,,,,1,,,,
6,2,4,1,E,1.73,63.05,1,,,,
3,1,1,1,E,1.63,66.68,1,,5,,4
6,1,4,1,,1.57,94.35,2,,,,
3,1,1,1,E,1.57,68.04,1,,,,
4,1,2,2,E,1.57,46.72,1,,8,,3
6,1,4,1,E,1.65,90.72,4,,5,,3
6,1,4,2,E,1.6,61.24,3,,,,
6,2,4,2,E,1.75,63.5,1,,8,,6
5,2,3,2,E,1.9,99.79,,,1,,3
5,2,3,2,E,1.75,65.77,1,,1,,1
2,1,2,2,E,1.7,56.7,1,,8,,1
5,1,3,2,E,,,2,,6,,5
6,2,4,2,E,1.8,70.31,3,,4,,5
7,2,4,1,,,,,,8,,4
6,2,4,2,C,1.75,92.08,1,,3,,4
5,1,2,2,E,1.78,64.41,1,,8,,2
6,2,4,2,E,,,1,,1,,2
6,1,4,2,E,1.6,53.07,1,,8,,3
4,1,2,2,E,1.63,95.26,2,,1,,5
4,1,2,2,E,1.63,49.9,1,,6,,5
6,1,4,2,E,1.6,58.97,1,,7,,4
6,1,4,2,E,1.68,72.58,1,,8,,3
6,2,4,1,E,1.8,79.38,1,,8,,5
4,1,2,2,E,1.7,56.7,1,,7,,4
6,2,3,2,E,1.83,72.58,1,,7,,5
6,1,4,2,E,,,1,,8,,4
5,1,4,2,E,1.8,58.97,3,,4,,2
4,2,1,2,E,1.83,74.84,1,,8,,4
6,1,4,2,E,1.65,56.7,1,,7,,5
4,2,2,2,E,1.83,65.77,,,8,,5
7,1,4,2,B  E,1.63,50.8,1,,6,,3
5,2,2,2,E,1.83,72.58,1,,8,,6
6,2,4,2,E,1.68,72.58,1,,6,,4
5,2,3,2,E,1.83,104.33,1,,3,,4
5,2,3,2,E,1.83,90.72,1,,6,,3
6,2,4,2,E,1.75,74.84,1,,7,,3
5,2,3,2,E,1.75,74.84,1,,6,,2
5,1,3,2,E,1.68,52.16,1,,2,,2
