q1,q2,q3,q4,q5,q6,q7,q41,q66,q77,q85,q86
6,2,4,1,E,1.75,63.5,3,3,1,1,5
6,2,4,1,,1.75,78.47,3,3,6,2,2
6,2,4,1,E,1.78,117.94,,4,3,1,4
6,1,4,1,,1.52,63.5,3,3,5,3,4
6,2,4,1,E,1.8,77.11,3,4,3,3,4
6,1,4,1,,1.63,68.04,2,4,4,3,2
6,2,4,1,,1.73,108.86,1,5,5,1,4
6,2,4,2,B,1.7,76.66,1,4,4,1,3
5,2,4,,,,,1,,,5,1
7,1,4,2,B,,,1,3,4,1,3
6,1,4,1,E,1.47,48.99,1,2,1,3,3
5,1,4,1,,1.73,91.63,1,4,8,3,3
6,1,4,1,E,1.6,58.97,1,3,4,3,4
6,1,4,1,E,1.63,114.31,1,5,5,3,4
4,1,2,1,E,1.57,58.97,2,4,5,5,3
4,2,2,1,E,,,1,3,1,1,3
4,2,2,1,,,,1,,1,3,5
3,1,2,1,,1.65,54.43,1,3,4,3,2
4,,2,1,,,,2,4,2,5,2
5,1,3,1,E,1.63,74.84,4,5,6,4,3
5,2,3,1,,1.68,58.97,1,2,1,2,3
5,1,3,1,,1.5,48.99,1,,6,3,5
6,2,3,2,B,,,1,1,1,1,4
5,1,3,2,E,1.57,62.6,2,4,8,4,4
4,2,3,1,E,1.65,50.35,4,2,8,2,1
5,1,3,1,E,1.65,50.35,2,2,1,4,2
4,1,3,1,,,,1,3,6,3,5
5,1,3,1,E,1.63,61.24,5,3,4,4,3
5,1,3,2,B,1.63,54.43,1,4,2,5,3
5,1,3,1,,1.6,72.58,1,5,2,3,1
5,2,3,1,E,,,1,5,8,1,5
6,2,4,2,E,1.85,78.02,1,3,7,1,3
6,2,4,2,A   E,1.93,129.28,1,5,5,1,4
6,1,4,2,E,1.6,54.43,2,3,4,4,1
6,1,4,2,C,1.55,68.04,1,4,1,2,5
6,2,4,2,E,1.78,74.84,1,3,2,1,3
6,2,4,2,E,1.78,93.44,1,4,3,2,2
7,2,4,2,E,1.8,68.04,,3,8,1,2
7,2,4,2,E,1.85,70.31,2,2,8,2,4
7,2,4,2,E,1.83,83.46,5,4,8,2,2
6,2,4,2,E,1.88,70.31,1,3,4,1,5
6,1,4,2,E,1.63,79.38,4,5,3,4,2
6,2,4,2,E,1.88,56.7,1,2,8,1,4
6,2,4,2,E,1.8,82.1,2,4,,2,4
6,2,4,2,E,1.85,68.95,1,2,4,5,3
7,2,4,2,E,1.78,72.58,4,3,8,1,2
7,1,4,2,A,1.7,86.64,1,4,5,4,3
6,2,4,2,E,1.9,70.76,2,3,,,
5,2,3,2,E,1.75,60.78,2,3,7,1,5
5,1,3,2,E,1.73,60.78,1,3,3,3,5
5,1,3,2,E,1.63,63.5,2,3,5,1,3
5,2,3,2,E,1.9,77.11,5,2,8,1,4
5,2,3,2,E,1.73,54.43,1,2,7,1,2
5,2,3,2,E,1.85,78.02,1,3,1,1,2
6,2,3,2,E,1.83,71.22,,3,8,1,3
5,2,3,2,E,1.78,77.11,2,4,5,1,4
5,2,3,2,E,1.73,77.11,2,3,2,2,4
6,2,3,2,A   E,1.93,95.26,3,4,5,2,4
6,1,3,1,A,1.55,58.97,1,3,4,5,1
5,2,3,2,E,1.83,63.5,2,3,8,1,5
6,1,3,2,E,1.63,63.5,2,4,8,2,4
5,2,3,2,E,1.75,54.43,1,1,8,2,4
5,2,3,2,E,1.78,77.11,1,3,3,2,3
5,2,3,2,E,1.68,53.52,1,2,8,2,4
5,1,3,2,E,,,,5,5,2,2
5,1,3,2,E,1.52,43.09,2,2,7,2,5
5,1,3,2,E,1.75,59.88,3,3,2,4,2
5,1,3,2,E,1.68,62.14,5,3,7,3,2
5,2,3,2,E,1.8,88.45,1,4,1,1,4
5,1,3,2,E,1.7,61.24,3,3,4,3,3
5,2,3,2,E,1.7,82.56,2,3,4,4,5
3,1,1,2,E,,,1,4,1,4,3
2,1,1,2,E,1.55,49.9,,2,3,5,2
4,2,1,2,E,1.63,56.7,1,4,8,1,5
3,2,1,2,E,1.75,70.31,1,4,5,1,4
3,2,1,,E,1.8,73.03,1,3,1,1,7
3,2,,1,C,1.78,59.88,1,3,6,3,3
4,2,1,1,E,1.73,49.9,1,2,5,2,3
4,1,1,1,E,1.73,88.45,1,4,2,3,7
3,1,1,2,A   E,1.8,95.26,2,4,6,5,1
3,2,1,2,C,1.7,64.86,1,3,8,2,3
3,2,1,2,E,,,1,2,2,2,3
4,1,1,2,E,1.63,51.71,1,3,4,1,5
5,2,2,2,E,1.8,73.94,2,4,4,3,2
4,2,1,,E,1.7,49.9,,3,8,1,5
4,1,1,2,E,1.6,49.9,1,3,7,4,4
3,1,1,2,E,1.8,83.92,2,4,8,4,2
4,2,1,2,E,1.73,56.7,1,2,,1,5
3,2,1,2,E,1.7,54.43,1,3,8,1,5
4,1,2,2,E,1.7,98.88,1,4,8,1,5
5,1,2,2,E,1.75,70.31,1,4,3,2,5
4,2,2,2,A,1.85,97.52,1,5,4,2,5
5,2,2,2,E,1.83,92.99,,4,6,4,5
4,2,2,2,E,1.6,48.08,1,2,4,1,5
5,2,2,2,E,1.68,72.58,1,3,8,1,3
5,2,2,2,E,1.8,69.4,2,3,3,3,3
4,2,2,2,E,1.83,71.67,,3,4,2,4
4,2,2,2,E,1.8,99.79,2,4,4,1,6
4,2,2,2,E,,,1,2,1,3,1
5,2,2,2,E,1.75,64.86,1,3,4,5,5
4,1,2,1,E,1.6,44.91,1,3,1,4,2
5,2,2,2,E,1.9,68.04,1,3,8,1,4
4,2,2,2,E,1.96,95.71,1,2,8,2,5
4,1,2,2,E,1.6,58.97,1,3,4,4,5
5,1,2,2,E,1.7,83.92,1,4,4,3,3
4,2,2,2,E,1.68,50.8,1,2,1,2,4
5,2,2,2,E,1.73,52.16,1,2,4,2,4
4,2,2,2,E,1.78,110.68,1,4,7,1,4
4,1,2,2,E,,,1,3,5,3,4
4,2,2,2,E,1.78,69.85,1,4,8,3,2
3,2,1,2,C,,,1,1,1,2,4
6,1,3,2,E,1.63,50.8,1,3,6,3,4
,,,,,,,2,3,3,5,2
7,2,4,2,C,1.75,72.58,3,3,1,5,
4,1,1,1,,1.6,81.19,1,5,2,4,5
3,1,1,2,C,,,1,3,2,3,3
3,2,1,2,C,1.73,77.11,1,,,,
3,2,1,2,C,,,1,,4,1,1
4,2,1,2,C,,,1,1,3,1,1
6,1,4,1,,,,4,3,3,2,1
6,2,4,2,C,,,1,2,1,5,1
6,2,4,2,C,1.75,84.37,1,4,4,4,2
7,1,4,1,,1.5,53.98,1,4,1,4,3
5,1,3,1,,1.65,68.04,1,3,2,2,2
7,1,4,1,E,1.65,58.97,2,3,4,3,2
6,2,4,1,E,,,1,4,1,3,2
6,2,4,2,B  E,1.75,58.97,1,2,4,2,3
7,2,4,1,,1.68,56.7,1,3,8,1,3
6,2,3,2,,1.88,84.82,1,3,5,1,4
7,2,4,2,C,1.73,86.18,1,4,5,4,7
7,1,5,2,E,1.75,127.01,1,5,1,3,1
7,1,4,1,E,1.52,40.82,1,2,5,2,2
6,2,4,1,,1.85,95.26,,3,5,2,4
6,1,2,1,,1.63,67.59,1,4,5,5,2
6,2,2,2,E,,,1,4,4,1,2
5,2,2,2,C,1.78,70.31,1,3,,2,4
4,1,2,2,E,1.63,108.86,1,4,5,4,5
4,1,2,2,C,,,1,3,3,4,4
4,1,2,2,C,1.65,46.27,,1,4,3,7
4,1,2,2,C E,1.55,64.86,1,3,1,2,4
5,,2,2,A C,,,2,4,2,3,1
4,2,2,2,CD,1.63,58.97,,3,1,3,3
4,2,2,2,E,1.85,81.19,1,3,8,1,6
4,2,2,2,E,1.78,78.93,1,4,4,1,7
5,2,2,2,E,1.73,92.08,1,4,4,3,5
6,2,3,2,E,1.7,61.24,1,3,4,1,4
5,1,3,2,C,1.57,55.34,2,3,3,3,1
6,1,3,1,C,1.68,54.43,1,3,,,
5,1,3,2,E,1.7,68.04,1,4,6,2,3
6,2,3,2,C,1.7,64.86,1,3,4,4,3
5,2,3,2,E,1.85,54.43,1,2,4,4,4
5,1,3,2,E,1.65,88.45,1,5,1,4,1
5,2,3,2,E,1.63,50.35,1,2,7,4,2
5,2,3,2,ABC E,1.8,68.04,1,3,7,3,3
5,2,3,2,E,1.68,83.92,1,4,5,1,3
4,2,2,2,C,,,1,2,5,4,5
6,2,3,2,E,1.8,65.77,1,2,6,2,4
5,2,3,2,E,1.73,70.31,2,2,8,2,3
5,2,3,2,E,1.88,64.86,,2,6,2,2
6,2,3,1,,1.65,70.31,3,4,4,2,1
5,2,3,2,E,1.73,63.5,2,3,8,3,3
6,2,3,2,E,1.65,77.11,1,4,6,2,3
5,2,3,2,E,1.7,65.77,1,3,2,1,4
5,1,3,1,E,1.6,45.81,1,3,5,2,4
5,2,3,2,E,,,1,2,5,1,3
3,2,1,2,C,1.7,62.6,1,3,5,1,1
4,2,1,1,,1.6,72.58,1,4,4,3,2
4,1,1,2,C,1.57,64.86,1,3,1,4,2
4,1,1,2,C,1.55,49.9,1,3,1,4,3
5,1,1,2,C,1.57,80.29,2,4,3,3,3
3,1,1,2,A C,1.68,54.43,1,2,8,2,3
4,2,1,2,E,1.93,64.86,1,4,1,1,4
4,2,1,2,B,,,,3,1,1,5
3,2,1,,C,,,1,,8,1,7
4,1,1,2,C,1.55,68.04,,4,8,2,1
3,2,1,2,E,1.75,58.97,,,6,4,5
3,1,1,2,C,1.57,59.88,1,3,1,4,1
3,2,1,2,BC,1.83,145.15,1,5,4,2,3
4,2,2,2,C E,1.75,52.62,1,2,7,2,4
4,1,2,2,C,1.68,70.76,,3,3,1,2
4,2,2,2,C E,,,1,2,5,4,5
5,1,2,2,C,1.52,44.91,1,2,8,1,2
5,2,2,2,E,1.75,81.65,1,4,6,1,4
4,2,2,2,C E,1.65,47.63,1,2,1,1,6
4,1,2,2,C,1.52,56.25,2,3,1,2,3
4,1,2,2,C,1.6,107.96,1,4,5,2,4
4,1,2,2,C,1.57,88.91,1,2,1,2,1
4,2,2,2,E,1.57,75.75,1,4,5,4,4
4,1,2,1,,,,2,5,1,3,4
5,1,2,1,C,1.63,54.43,1,3,1,4,2
4,2,2,2,E,1.8,63.5,1,,1,2,3
4,2,2,2,B,1.78,63.5,1,2,7,1,3
5,2,2,2,C,1.73,58.97,2,2,4,2,5
4,1,2,2,E,1.63,68.95,1,4,2,2,3
5,1,2,1,A,,,1,5,5,5,4
5,2,2,2,C,1.83,65.32,1,3,6,3,1
,,,,,,,2,3,4,3,2
4,1,2,2,C,1.55,45.81,1,2,3,3,3
5,1,2,2,C,1.65,56.7,1,3,,3,3
4,2,2,2,B,,,1,5,5,2,2
6,1,4,2,E,1.68,54.43,1,3,8,5,1
6,1,4,2,C,1.68,90.72,1,4,3,5,2
7,2,4,2,E,1.8,61.24,1,3,5,2,4
6,1,4,1,E,1.57,44,2,2,1,2,3
7,2,4,2,E,,,1,2,4,3,2
7,1,4,2,E,1.6,52.16,1,3,1,5,1
7,2,4,2,E,1.88,81.65,4,3,1,5,5
7,1,4,2,B,1.65,52.16,1,3,2,3,3
6,1,4,2,B,1.63,58.51,1,2,4,5,2
6,1,4,2,,,,1,3,4,3,3
5,1,3,2,C,1.68,93.44,1,5,1,3,2
5,2,3,2,B,1.75,65.77,1,3,1,1,3
7,1,4,2,C E,,,1,3,2,5,1
6,1,4,2,E,1.78,106.6,1,4,1,4,3
6,2,4,1,E,1.7,79.38,1,3,6,2,4
6,2,4,2,E,1.83,70.31,1,3,7,3,3
7,2,4,2,C,1.85,69.4,1,3,8,3,3
6,1,4,2,C,1.63,49.9,1,3,4,3,4
7,2,4,2,C,1.65,63.96,1,3,3,1,4
6,2,4,2,E,1.8,58.97,1,2,5,2,3
5,2,3,2,C,1.75,65.77,1,3,8,3,2
6,2,3,1,E,,,1,4,3,3,3
5,2,3,2,C,1.73,58.51,1,3,1,1,1
5,1,3,2,E,1.7,61.24,1,3,6,4,1
5,2,3,2,C,1.73,57.15,1,3,2,2,3
5,1,3,2,C,,,2,3,1,5,3
6,2,3,2,E,1.73,65.77,1,3,2,1,4
5,1,3,2,A C,1.57,47.63,1,2,3,2,2
5,2,3,2,C,1.83,72.58,1,3,7,1,2
5,1,3,2,C,1.68,49.9,1,2,1,4,3
5,1,3,2,B,1.63,63.5,1,4,1,2,2
5,2,3,2,C E,1.73,56.7,1,3,7,2,4
5,1,3,2,A C,1.57,72.12,1,,1,3,3
5,2,3,1,,1.68,92.08,1,,6,2,3
5,1,3,2,C,1.75,74.84,1,4,4,3,5
5,1,3,1,A,1.6,72.12,1,4,1,3,2
5,2,3,2,E,1.93,127.01,1,4,2,1,5
5,1,3,2,E,1.57,46.27,1,2,6,3,3
5,2,3,2,C,1.75,66.68,1,3,8,3,6
5,1,3,1,E,1.63,63.5,1,3,3,4,4
6,1,3,2,C,1.7,87.09,,4,1,4,2
6,2,3,2,E,1.83,73.94,1,2,2,3,4
5,1,3,2,C,,,3,3,3,4,3
5,1,3,1,E,1.68,56.7,2,3,4,2,5
5,1,3,1,,1.55,52.16,1,3,1,3,3
5,1,3,2,E,1.52,47.63,1,2,8,2,3
5,2,3,2,D,1.65,59.88,1,2,3,1,4
5,1,3,1,,,,1,3,5,3,4
5,1,3,2,B,1.57,53.07,2,4,4,4,3
5,1,3,1,E,1.5,47.63,1,3,6,4,4
5,1,3,2,E,1.6,69.4,1,4,8,4,1
6,2,4,1,A,1.63,45.36,1,3,8,1,4
6,2,4,2,C,2.01,112.95,1,4,3,2,6
6,2,4,2,C,1.78,71.22,1,3,1,2,3
6,2,4,1,C,1.75,56.7,1,2,4,3,3
7,2,4,2,E,1.88,99.79,2,4,4,3,4
6,1,4,1,,1.57,52.16,1,3,2,2,4
6,1,4,2,C,1.68,86.18,1,4,1,1,3
6,2,4,1,E,1.73,68.04,2,3,6,1,5
6,2,4,2,E,1.7,93.44,1,4,4,5,2
6,1,4,1,A,1.55,70.31,,4,,4,3
7,2,4,2,C,,,1,,2,4,4
6,2,4,1,E,1.68,76.2,1,4,6,2,4
6,1,4,1,,1.5,52.16,1,4,1,5,2
6,1,4,1,,1.68,58.97,1,2,3,4,1
6,1,4,1,,,,1,3,1,3,5
6,2,4,2,C E,,,1,3,8,1,3
6,2,4,2,C,,,1,3,,1,3
6,2,4,2,C,1.78,74.84,1,3,6,2,4
,,,,,,,1,3,3,1,1
6,1,3,2,E,1.6,124.29,1,5,1,3,5
4,1,2,1,E,1.6,42.64,2,1,6,3,3
5,2,2,2,C,1.75,61.24,1,2,8,1,5
4,1,2,2,B,1.57,44.45,1,3,1,2,1
4,2,2,1,E,1.7,69.85,1,3,8,1,4
4,1,2,1,C E,1.65,63.5,3,4,6,5,3
6,1,3,1,E,1.5,53.98,1,4,5,2,5
5,2,2,1,,,,1,4,8,1,5
4,2,2,1,DE,,,1,3,8,3,3
4,,2,1,,,,1,4,1,3,4
3,2,2,1,E,1.78,72.58,1,3,6,1,3
5,1,2,1,E,1.55,61.69,1,3,4,3,5
4,1,2,1,,1.6,63.5,1,4,1,3,3
4,1,2,1,,1.57,74.84,3,4,5,2,3
4,1,2,1,,,,1,3,1,3,2
5,2,2,2,E,1.6,59.42,1,3,8,1,5
4,1,2,1,,,,1,4,1,1,4
5,1,2,2,C,1.78,77.11,1,4,1,1,3
3,1,1,1,A,1.5,54.43,1,4,4,4,5
5,2,3,1,,1.7,95.71,1,4,1,2,3
3,2,1,2,E,1.6,49.9,,2,8,3,5
2,1,1,1,A,,,1,3,8,3,2
4,1,1,2,C,,,1,2,1,,1
4,1,1,1,,1.7,68.04,1,4,7,3,3
3,2,1,1,,1.68,58.97,1,3,,1,3
3,2,1,1,,1.57,49.9,1,3,6,1,5
4,2,1,,C,1.8,74.84,1,3,,2,5
3,1,1,2,C E,1.57,43.55,1,2,5,3,4
3,2,1,2,E,1.63,90.72,1,5,5,2,3
3,1,1,2,E,1.55,39.46,1,2,2,4,5
4,2,1,1,,,,,4,6,2,3
3,1,1,2,C,1.68,58.97,2,3,2,2,3
4,2,1,2,E,1.88,68.04,1,3,8,3,4
4,2,1,2,C,1.65,68.04,1,3,1,1,6
3,1,1,1,E,1.6,42.18,1,1,1,3,3
4,1,1,1,E,1.7,68.95,1,,1,,4
3,1,1,1,A,1.55,52.16,1,3,2,3,2
3,2,1,2,C,1.78,54.43,1,1,1,1,1
3,2,1,1,,1.65,58.97,1,3,8,1,5
3,1,1,2,C,1.6,53.07,1,3,1,4,6
3,1,1,1,E,1.6,49.9,1,3,3,3,3
4,2,1,1,,1.7,58.97,,3,8,1,5
,,,,,,,1,4,5,1,4
3,1,1,2,C,,,1,3,7,3,3
4,2,2,2,B,1.78,62.6,1,3,7,2,3
4,1,2,2,E,1.63,69.4,1,4,1,,
3,1,1,2,E,,,1,4,,4,5
6,2,4,2,C,1.75,54.43,1,2,6,3,2
5,2,3,1,E,,,1,3,3,3,4
4,2,2,,E,1.9,66.68,3,2,8,4,3
6,1,4,1,E,1.52,47.17,1,3,5,4,4
6,1,3,2,C,1.7,54.43,2,3,7,5,3
6,1,3,1,E,,,1,2,2,4,2
7,1,4,1,E,,,1,4,1,3,4
5,1,3,1,E,1.57,43.55,1,1,3,4,2
6,1,4,1,E,1.63,65.77,2,3,3,3,3
7,1,4,1,E,1.7,55.79,1,2,1,3,4
4,1,2,2,C,1.65,65.77,1,3,5,4,3
5,1,3,2,C,1.65,68.04,,3,8,3,1
5,1,2,2,C,1.6,67.13,3,3,1,3,2
4,1,2,2,C,1.52,56.7,1,3,5,2,4
5,1,2,2,E,1.57,49.9,2,3,2,5,3
4,1,2,1,E,1.57,70.31,1,4,8,2,5
4,2,2,1,,1.68,68.04,1,3,8,1,4
5,2,2,2,C,1.7,99.79,1,4,4,1,2
5,2,2,2,C,,,1,1,8,1,5
5,1,2,1,E,1.63,46.72,1,1,6,2,4
5,2,2,2,C,1.75,113.4,,4,8,1,3
4,2,2,1,E,1.65,56.7,1,4,5,1,1
4,2,2,1,E,1.63,77.11,1,4,3,2,1
4,2,2,2,E,1.8,45.36,1,1,1,4,3
5,1,2,2,C,1.55,49.9,1,3,1,4,3
5,2,2,2,BC E,1.8,97.52,1,4,5,2,3
3,1,1,2,C,1.7,54.89,,4,4,4,2
3,1,1,2,C,,,,3,2,1,3
3,2,1,2,C,1.68,54.89,1,,,,
4,1,2,1,B  E,1.5,63.5,1,3,3,4,1
4,1,1,2,B,,,1,4,1,4,3
6,1,3,1,,1.78,51.71,1,5,1,4,2
5,2,1,2,E,1.9,79.38,,3,,2,
4,1,1,2,C,,,1,3,1,1,7
4,2,1,2,E,,,1,4,6,2,6
,,,,,,,,,,1,5
6,2,2,2,E,1.75,52.16,1,2,1,5,1
4,2,2,2,A   E,1.73,56.7,1,2,3,4,3
4,2,2,,C,1.83,92.53,1,4,1,3,2
6,1,4,2,C,1.68,72.58,1,4,1,3,3
5,2,3,2,E,1.65,59.88,1,4,6,5,4
4,2,2,1,E,1.75,67.13,1,3,6,3,3
4,2,2,2,E,1.8,77.11,,3,5,2,6
5,2,2,2,E,1.75,77.11,1,3,1,5,4
5,2,2,2,C,,,1,,,,
6,2,4,1,,1.73,67.13,1,3,8,1,6
7,2,4,1,E,,,1,2,5,3,2
6,1,4,1,E,1.63,55.34,1,3,1,1,6
3,2,1,2,C,1.65,49.9,1,2,,,
4,1,1,2,C,1.7,86.18,1,3,8,,
4,2,1,1,E,1.68,53.52,,1,6,,6
4,1,2,1,,,,1,,1,1,5
4,2,1,2,C,1.93,99.79,1,,1,1,1
6,2,4,1,E,1.78,124.74,1,,,,
6,2,4,2,C,1.7,56.7,5,2,8,5,1
6,1,4,1,,1.47,43.09,1,2,4,2,3
5,2,2,2,B,1.75,115.67,1,4,4,4,2
5,1,2,2,C,1.65,95.26,1,4,3,4,2
4,2,1,1,,1.47,40.82,1,2,2,3,4
4,1,2,1,,1.5,62.14,1,5,1,2,5
4,1,2,1,,1.6,81.19,,4,1,4,2
4,2,2,2,E,1.78,115.67,2,4,8,1,1
4,2,2,1,,1.68,97.52,1,5,2,1,3
5,2,2,1,,1.78,63.5,1,3,2,4,7
5,2,2,2,C,1.78,77.11,1,3,,,
5,1,2,2,C,1.52,44,1,2,3,2,4
4,2,1,2,,,,1,3,8,1,5
3,2,1,2,B,,,,,7,,
3,2,1,2,,1.68,52.16,1,1,1,1,1
5,1,3,2,E,1.6,47.63,1,2,1,4,1
6,1,3,1,B,1.63,56.7,,2,8,1,1
6,2,3,,,,,,4,2,1,1
5,2,3,1,,1.7,81.65,1,5,2,2,4
5,1,3,1,E,1.65,54.43,1,3,3,3,
4,2,3,1,,1.73,63.96,1,3,8,1,3
5,2,3,2,B,,,2,2,1,1,4
6,1,3,2,E,,,1,3,4,3,1
7,2,3,2,C,1.75,89.81,1,4,1,1,2
5,2,2,2,B,1.7,81.65,1,3,,,
7,2,3,1,E,,,1,,1,1,1
5,1,3,1,,,,1,3,2,4,4
5,2,3,2,E,1.9,113.4,1,4,1,1,4
5,1,3,1,,1.52,46.72,1,3,8,1,4
6,1,3,2,,,,1,3,3,3,3
5,2,3,1,E,1.73,73.03,1,3,7,1,1
5,2,3,1,,1.65,81.65,1,3,1,1,4
4,2,3,1,,1.52,50.35,1,,1,1,4
5,1,3,2,C,1.52,55.34,1,3,1,3,5
5,1,3,2,C,,,1,4,2,3,3
7,2,3,1,E,,,3,4,1,3,5
6,2,2,2,B,1.65,77.57,1,3,3,1,6
5,1,4,2,C,1.57,72.58,3,4,4,3,2
7,2,4,1,,1.7,68.04,1,3,1,3,5
6,2,4,1,E,1.75,72.58,1,3,6,2,4
4,2,2,2,C,,,1,4,8,1,3
4,2,2,2,C,1.68,72.58,1,3,6,2,4
5,1,2,2,C,1.63,59.42,2,3,4,4,2
5,1,3,1,,1.63,49.9,1,2,2,1,4
5,2,3,2,C,1.78,90.72,1,4,5,1,2
5,2,3,2,C,1.78,49.9,1,3,2,1,1
5,1,4,2,C,1.73,104.33,2,4,4,4,3
5,2,3,2,C,1.78,83.46,4,5,1,2,4
6,2,3,1,,1.57,67.13,,4,6,,
5,1,3,2,B,1.52,47.63,1,3,2,2,3
7,1,4,1,E,1.55,62.14,1,4,7,1,2
6,2,3,1,,1.75,97.52,1,4,8,,
6,2,3,2,C,,,,5,,,
5,2,3,2,C,,,1,5,1,1,7
6,2,3,2,A C,,,1,3,6,,
,,,,,,,1,,1,2,5
7,1,3,1,,1.57,53.07,1,3,4,4,2
7,2,4,2,E,1.78,120.2,1,5,1,2,4
7,2,4,2,E,1.73,67.59,,3,8,1,4
6,1,4,2,B,1.45,44.45,1,2,6,5,5
7,1,4,1,E,1.65,81.65,1,3,8,3,6
6,1,4,2,E,1.7,91.17,1,4,4,2,5
6,1,4,2,C,,,1,3,3,4,4
6,2,4,2,E,1.85,62.14,,1,3,3,3
6,2,4,2,E,,,,1,1,2,1
6,2,4,2,E,1.9,80.74,1,3,4,1,2
7,1,4,2,E,1.63,70.76,1,4,8,3,4
6,2,4,1,E,,,2,4,1,4,3
6,1,4,2,C,1.68,87.09,1,4,3,1,4
6,2,4,2,C,1.63,63.5,1,2,6,2,3
6,2,4,2,C,1.73,63.5,1,3,8,1,
6,1,4,1,,1.63,54.43,1,3,3,3,3
6,2,4,2,E,1.78,79.38,1,4,8,1,3
6,2,4,2,E,1.75,70.31,7,3,8,5,2
6,2,4,2,E,1.78,96.62,,4,3,3,3
6,1,4,2,E,1.65,72.58,1,3,2,2,5
7,1,4,2,E,1.57,102.51,2,5,5,3,3
6,1,4,2,C,1.73,88.45,2,4,8,2,1
6,1,4,2,E,1.63,65.77,1,3,8,3,4
6,2,4,1,E,,,1,3,8,4,2
6,2,4,2,C,,,1,2,3,3,2
6,1,4,2,E,1.75,63.5,1,4,5,4,3
7,2,4,2,C,1.88,74.84,,3,1,1,4
6,2,4,2,E,1.78,102.51,1,4,1,2,4
4,1,2,2,C E,,,1,5,1,4,3
3,1,1,2,C,1.65,53.52,2,2,3,4,3
3,1,1,2,C E,1.75,72.58,1,5,4,5,3
3,2,1,1,,1.68,66.68,1,4,4,3,4
4,1,1,1,,1.7,72.58,1,5,8,1,4
3,2,1,2,E,1.83,63.5,1,3,3,3,5
4,2,1,2,E,1.78,87.09,3,4,2,,2
3,1,1,1,A,1.57,65.77,1,3,1,4,4
4,2,1,2,C,1.78,73.03,,4,8,1,4
3,2,1,2,E,1.68,53.98,1,2,7,3,2
6,2,3,1,,1.7,88.45,,4,3,3,3
4,2,2,2,C,1.83,70.31,1,3,8,2,2
5,2,2,1,E,1.93,117.94,2,3,6,3,3
5,1,3,2,E,1.6,43.55,,1,1,5,1
6,1,3,2,E,1.6,50.35,3,3,3,4,5
4,1,2,2,E,1.6,49.9,1,3,4,3,3
5,2,2,1,C,1.65,58.97,1,3,7,1,6
4,2,2,2,E,1.68,61.24,1,3,8,3,3
5,1,2,2,E,1.57,68.95,1,4,3,4,4
5,2,2,2,C,1.78,70.31,1,3,8,1,3
5,1,2,1,,1.57,56.7,1,4,1,4,2
4,1,2,2,E,,,1,1,2,1,5
5,1,3,1,D,1.65,54.43,1,3,3,3,3
5,2,3,2,E,1.7,79.38,1,4,5,2,3
3,2,3,2,C,,,,3,1,1,1
5,1,3,2,E,,,1,3,8,2,3
5,2,3,1,,1.6,48.54,1,3,3,2,3
5,1,3,2,E,1.57,77.11,1,3,5,3,5
5,1,3,1,E,1.5,68.04,2,5,3,4,2
6,2,3,2,E,1.85,70.31,2,3,8,2,5
6,2,4,2,E,1.8,85.73,1,4,1,5,1
6,1,4,1,E,1.5,52.16,1,3,5,5,4
5,1,3,2,E,,,1,5,5,4,4
5,2,3,2,E,1.9,86.18,1,3,8,3,4
6,1,3,2,E,1.73,61.24,1,3,5,,
5,2,3,2,E,1.98,97.52,1,3,8,1,6
6,1,3,2,E,1.63,112.04,1,5,3,3,1
5,2,3,2,C,1.78,81.19,1,4,5,3,4
5,2,3,2,B,1.6,61.69,1,3,6,2,4
4,1,2,,E,1.68,58.97,1,3,4,2,5
5,1,3,2,B,1.68,52.16,1,3,8,2,3
5,2,3,2,BC,1.8,72.58,1,3,7,1,3
5,2,3,2,E,1.63,57.61,1,3,5,4,3
5,1,3,1,E,1.7,93.44,1,4,4,4,2
3,2,1,2,E,1.73,53.07,3,2,,4,1
3,2,1,2,C,1.57,81.65,1,4,8,3,1
4,2,1,2,E,1.57,56.7,1,3,8,1,6
3,2,1,2,E,1.88,83.01,1,3,8,2,4
3,1,1,2,C E,,,1,1,1,4,3
3,1,1,2,C,1.52,40.82,1,,,,
3,1,1,2,E,,,1,2,1,5,3
4,2,1,2,B  E,1.75,98.43,1,4,7,2,4
5,2,3,2,E,1.75,63.5,1,2,6,3,3
5,2,3,1,E,1.88,95.26,1,4,1,4,2
5,1,3,2,E,1.6,50.35,1,3,6,2,5
5,1,3,2,C,1.57,89.81,1,4,6,2,4
5,1,3,2,E,1.68,79.38,1,4,1,3,3
5,1,3,2,E,1.55,56.7,1,3,1,2,5
5,2,3,2,C,,,1,3,3,3,3
5,2,3,2,C,1.85,97.52,1,4,4,3,4
5,1,3,2,C,1.57,48.54,1,3,6,2,2
5,2,3,2,C,1.68,72.58,1,3,8,1,5
5,1,3,2,C,1.6,58.97,1,3,8,1,5
5,2,3,2,E,1.68,70.31,1,4,3,1,3
5,2,3,2,E,1.73,78.93,1,3,8,2,4
5,2,3,1,E,1.7,91.63,1,5,4,1,3
7,1,4,2,E,1.63,69.85,4,5,1,1,7
7,1,4,2,C,,,1,1,3,1,7
6,2,4,2,C,1.7,57.61,1,3,8,3,5
7,2,4,2,C,1.7,69.85,1,1,1,1,1
6,1,4,2,C,1.65,111.13,5,5,4,1,5
7,1,4,2,C,1.6,80.29,2,3,1,4,5
